id,name,score1,score2
7487,Student_7487,72,56
7488,Student_7488,63,85
7489,Student_7489,95,86
7490,Student_7490,62,86
7491,Student_7491,88,80
7492,Student_7492,90,59
7493,Student_7493,80,50
7494,Student_7494,92,88
7495,Student_7495,60,58
7496,Student_7496,62,82
7497,Student_7497,73,73
7498,Student_7498,80,98
7499,Student_7499,58,55
7500,Student_7500,97,54
7501,Student_7501,73,85
7502,Student_7502,70,64
7503,Student_7503,59,59
7504,Student_7504,71,85
7505,Student_7505,100,90
7506,Student_7506,78,82
7507,Student_7507,55,67
7508,Student_7508,54,91
7509,Student_7509,57,88
7510,Student_7510,58,93
7511,Student_7511,54,66
7512,Student_7512,83,53
7513,Student_7513,94,82
7514,Student_7514,66,58
7515,Student_7515,70,93
7516,Student_7516,81,55
7517,Student_7517,59,95
7518,Student_7518,65,65
7519,Student_7519,97,62
7520,Student_7520,61,75
7521,Student_7521,99,79
7522,Student_7522,98,83
7523,Student_7523,72,68
7524,Student_7524,86,77
7525,Student_7525,81,88
7526,Student_7526,96,65
7527,Student_7527,53,60
7528,Student_7528,92,61
7529,Student_7529,74,81
7530,Student_7530,67,90
7531,Student_7531,71,95
7532,Student_7532,95,74
7533,Student_7533,77,75
7534,Student_7534,85,63
7535,Student_7535,65,66
7536,Student_7536,91,61
7537,Student_7537,62,75
7538,Student_7538,96,86
7539,Student_7539,89,98
7540,Student_7540,76,73
7541,Student_7541,63,81
7542,Student_7542,50,51
7543,Student_7543,68,67
7544,Student_7544,61,65
7545,Student_7545,92,69
7546,Student_7546,91,52
7547,Student_7547,92,89
7548,Student_7548,52,71
7549,Student_7549,97,100
7550,Student_7550,54,93
7551,Student_7551,98,56
7552,Student_7552,78,55
7553,Student_7553,57,88
7554,Student_7554,75,65
7555,Student_7555,65,82
7556,Student_7556,61,88
7557,Student_7557,62,52
7558,Student_7558,70,96
7559,Student_7559,75,67
7560,Student_7560,72,88
7561,Student_7561,50,70
7562,Student_7562,68,90
7563,Student_7563,81,82
7564,Student_7564,76,61
7565,Student_7565,67,62
7566,Student_7566,58,91
7567,Student_7567,78,82
7568,Student_7568,85,70
7569,Student_7569,82,78
7570,Student_7570,70,76
7571,Student_7571,83,98
7572,Student_7572,95,84
7573,Student_7573,80,82
7574,Student_7574,86,68
7575,Student_7575,70,91
7576,Student_7576,81,74
7577,Student_7577,64,89
7578,Student_7578,95,80
7579,Student_7579,93,62
7580,Student_7580,84,96
7581,Student_7581,68,50
7582,Student_7582,63,59
7583,Student_7583,71,55
7584,Student_7584,91,100
7585,Student_7585,76,96
7586,Student_7586,99,86
7587,Student_7587,89,100
7588,Student_7588,88,95
7589,Student_7589,70,85
7590,Student_7590,65,91
7591,Student_7591,62,97
7592,Student_7592,82,99
7593,Student_7593,82,59
7594,Student_7594,68,68
7595,Student_7595,66,55
7596,Student_7596,81,52
7597,Student_7597,92,92
7598,Student_7598,79,60
7599,Student_7599,85,59
7600,Student_7600,67,77
7601,Student_7601,69,69
7602,Student_7602,53,54
7603,Student_7603,75,60
7604,Student_7604,90,98
7605,Student_7605,100,52
7606,Student_7606,54,93
7607,Student_7607,98,69
7608,Student_7608,93,99
7609,Student_7609,52,80
7610,Student_7610,96,62
7611,Student_7611,66,67
7612,Student_7612,83,90
7613,Student_7613,84,95
7614,Student_7614,67,91
7615,Student_7615,94,52
7616,Student_7616,59,78
7617,Student_7617,51,75
7618,Student_7618,71,61
7619,Student_7619,68,91
7620,Student_7620,95,76
7621,Student_7621,91,59
7622,Student_7622,74,86
7623,Student_7623,93,97
7624,Student_7624,93,68
7625,Student_7625,99,77
7626,Student_7626,91,91
7627,Student_7627,61,99
7628,Student_7628,62,96
7629,Student_7629,60,82
7630,Student_7630,87,88
7631,Student_7631,64,67
7632,Student_7632,87,84
7633,Student_7633,78,99
7634,Student_7634,94,85
7635,Student_7635,52,81
7636,Student_7636,54,90
7637,Student_7637,75,70
7638,Student_7638,72,92
7639,Student_7639,68,84
7640,Student_7640,69,58
7641,Student_7641,86,50
7642,Student_7642,63,85
7643,Student_7643,87,83
7644,Student_7644,57,79
7645,Student_7645,71,88
7646,Student_7646,72,78
7647,Student_7647,70,55
7648,Student_7648,82,100
7649,Student_7649,100,78
7650,Student_7650,77,81
7651,Student_7651,61,63
7652,Student_7652,58,96
7653,Student_7653,72,88
7654,Student_7654,99,61
7655,Student_7655,88,62
7656,Student_7656,71,85
7657,Student_7657,81,72
7658,Student_7658,96,86
7659,Student_7659,78,77
7660,Student_7660,85,88
7661,Student_7661,79,97
7662,Student_7662,55,82
7663,Student_7663,65,95
7664,Student_7664,61,69
7665,Student_7665,88,73
7666,Student_7666,54,71
7667,Student_7667,86,92
7668,Student_7668,78,50
7669,Student_7669,94,51
7670,Student_7670,87,65
7671,Student_7671,62,79
7672,Student_7672,95,97
7673,Student_7673,50,73
7674,Student_7674,60,72
7675,Student_7675,74,90
7676,Student_7676,67,96
7677,Student_7677,92,98
7678,Student_7678,78,72
7679,Student_7679,65,53
7680,Student_7680,51,97
7681,Student_7681,65,88
7682,Student_7682,54,97
7683,Student_7683,56,64
7684,Student_7684,79,73
7685,Student_7685,83,66
7686,Student_7686,86,70
7687,Student_7687,66,97
7688,Student_7688,96,85
7689,Student_7689,98,74
7690,Student_7690,50,99
7691,Student_7691,51,93
7692,Student_7692,94,51
7693,Student_7693,62,89
7694,Student_7694,91,61
7695,Student_7695,87,89
7696,Student_7696,51,55
7697,Student_7697,83,95
7698,Student_7698,60,56
7699,Student_7699,91,71
7700,Student_7700,89,72
7701,Student_7701,70,76
7702,Student_7702,63,75
7703,Student_7703,52,69
7704,Student_7704,87,78
7705,Student_7705,80,62
7706,Student_7706,68,93
7707,Student_7707,79,62
7708,Student_7708,68,53
7709,Student_7709,82,50
7710,Student_7710,79,64
7711,Student_7711,53,53
7712,Student_7712,62,82
7713,Student_7713,60,51
7714,Student_7714,52,52
7715,Student_7715,85,80
7716,Student_7716,88,83
7717,Student_7717,66,64
7718,Student_7718,90,83
7719,Student_7719,95,58
7720,Student_7720,89,73
7721,Student_7721,58,55
7722,Student_7722,54,94
7723,Student_7723,92,96
7724,Student_7724,69,60
7725,Student_7725,88,53
7726,Student_7726,56,88
7727,Student_7727,57,67
7728,Student_7728,73,53
7729,Student_7729,94,51
7730,Student_7730,74,50
7731,Student_7731,99,71
7732,Student_7732,58,61
7733,Student_7733,61,95
7734,Student_7734,76,69
7735,Student_7735,53,73
7736,Student_7736,92,81
7737,Student_7737,69,73
7738,Student_7738,51,86
7739,Student_7739,56,72
7740,Student_7740,68,99
7741,Student_7741,68,54
7742,Student_7742,76,73
7743,Student_7743,83,75
7744,Student_7744,60,78
7745,Student_7745,54,60
7746,Student_7746,87,70
7747,Student_7747,89,51
7748,Student_7748,71,79
7749,Student_7749,84,91
7750,Student_7750,50,52
7751,Student_7751,81,67
7752,Student_7752,77,95
7753,Student_7753,79,89
7754,Student_7754,58,59
7755,Student_7755,59,76
7756,Student_7756,59,66
7757,Student_7757,85,89
7758,Student_7758,72,78
7759,Student_7759,84,61
7760,Student_7760,65,93
7761,Student_7761,88,56
7762,Student_7762,74,100
7763,Student_7763,64,91
7764,Student_7764,64,85
7765,Student_7765,56,81
7766,Student_7766,83,54
7767,Student_7767,99,76
7768,Student_7768,88,82
7769,Student_7769,60,81
7770,Student_7770,83,97
7771,Student_7771,99,57
7772,Student_7772,78,60
7773,Student_7773,96,60
7774,Student_7774,61,97
7775,Student_7775,64,61
7776,Student_7776,96,96
7777,Student_7777,99,87
7778,Student_7778,51,97
7779,Student_7779,99,95
7780,Student_7780,53,95
7781,Student_7781,93,55
7782,Student_7782,76,89
7783,Student_7783,62,89
7784,Student_7784,75,72
7785,Student_7785,77,85
7786,Student_7786,69,100
7787,Student_7787,96,63
7788,Student_7788,86,95
7789,Student_7789,97,97
7790,Student_7790,55,59
7791,Student_7791,78,70
7792,Student_7792,85,97
7793,Student_7793,74,79
7794,Student_7794,59,97
7795,Student_7795,54,56
7796,Student_7796,84,52
7797,Student_7797,53,57
7798,Student_7798,75,75
7799,Student_7799,90,73
7800,Student_7800,100,53
7801,Student_7801,78,53
7802,Student_7802,78,74
7803,Student_7803,93,78
7804,Student_7804,58,91
7805,Student_7805,70,62
7806,Student_7806,68,88
7807,Student_7807,57,85
7808,Student_7808,84,72
7809,Student_7809,70,87
7810,Student_7810,85,58
7811,Student_7811,87,57
7812,Student_7812,88,91
7813,Student_7813,51,97
7814,Student_7814,78,87
7815,Student_7815,57,75
7816,Student_7816,75,96
7817,Student_7817,96,62
7818,Student_7818,89,71
7819,Student_7819,84,52
7820,Student_7820,82,53
7821,Student_7821,72,75
7822,Student_7822,55,73
7823,Student_7823,64,90
7824,Student_7824,71,64
7825,Student_7825,90,81
7826,Student_7826,83,86
7827,Student_7827,64,82
7828,Student_7828,58,58
7829,Student_7829,84,63
7830,Student_7830,61,70
7831,Student_7831,55,68
7832,Student_7832,74,86
7833,Student_7833,56,58
7834,Student_7834,94,55
7835,Student_7835,72,72
7836,Student_7836,97,66
7837,Student_7837,64,54
7838,Student_7838,81,95
7839,Student_7839,63,57
7840,Student_7840,78,60
7841,Student_7841,89,54
7842,Student_7842,61,79
7843,Student_7843,75,60
7844,Student_7844,51,78
7845,Student_7845,59,73
7846,Student_7846,78,73
7847,Student_7847,94,86
7848,Student_7848,98,70
7849,Student_7849,78,57
7850,Student_7850,93,78
7851,Student_7851,97,56
7852,Student_7852,78,53
7853,Student_7853,81,95
7854,Student_7854,69,97
7855,Student_7855,74,100
7856,Student_7856,88,52
7857,Student_7857,61,98
7858,Student_7858,89,75
7859,Student_7859,77,80
7860,Student_7860,69,69
7861,Student_7861,66,73
7862,Student_7862,52,82
7863,Student_7863,84,97
7864,Student_7864,87,70
7865,Student_7865,59,63
7866,Student_7866,85,85
7867,Student_7867,61,64
7868,Student_7868,79,56
7869,Student_7869,83,95
7870,Student_7870,63,77
7871,Student_7871,57,71
7872,Student_7872,62,92
7873,Student_7873,87,51
7874,Student_7874,92,59
7875,Student_7875,76,90
7876,Student_7876,56,51
7877,Student_7877,93,69
7878,Student_7878,57,60
7879,Student_7879,63,94
7880,Student_7880,81,79
7881,Student_7881,75,68
7882,Student_7882,66,78
7883,Student_7883,77,77
7884,Student_7884,87,94
7885,Student_7885,53,87
7886,Student_7886,59,65
7887,Student_7887,96,80
7888,Student_7888,95,88
7889,Student_7889,70,97
7890,Student_7890,76,89
7891,Student_7891,74,77
7892,Student_7892,81,84
7893,Student_7893,72,54
7894,Student_7894,54,89
7895,Student_7895,57,75
7896,Student_7896,57,93
7897,Student_7897,97,70
7898,Student_7898,56,78
7899,Student_7899,82,72
7900,Student_7900,75,94
7901,Student_7901,58,80
7902,Student_7902,86,69
7903,Student_7903,79,89
7904,Student_7904,57,73
7905,Student_7905,96,67
7906,Student_7906,62,89
7907,Student_7907,90,72
7908,Student_7908,66,79
7909,Student_7909,65,75
7910,Student_7910,61,66
7911,Student_7911,79,83
7912,Student_7912,57,57
7913,Student_7913,83,97
7914,Student_7914,64,78
7915,Student_7915,63,98
7916,Student_7916,71,99
7917,Student_7917,52,70
7918,Student_7918,96,61
7919,Student_7919,95,96
7920,Student_7920,75,73
7921,Student_7921,90,62
7922,Student_7922,69,69
7923,Student_7923,94,55
7924,Student_7924,57,80
7925,Student_7925,65,100
7926,Student_7926,84,84
7927,Student_7927,54,68
7928,Student_7928,65,61
7929,Student_7929,92,85
7930,Student_7930,85,91
7931,Student_7931,50,99
7932,Student_7932,66,74
7933,Student_7933,55,94
7934,Student_7934,73,78
7935,Student_7935,87,84
7936,Student_7936,86,82
7937,Student_7937,74,78
7938,Student_7938,93,88
7939,Student_7939,61,95
7940,Student_7940,95,62
7941,Student_7941,57,80
7942,Student_7942,84,60
7943,Student_7943,97,68
7944,Student_7944,68,85
7945,Student_7945,78,80
7946,Student_7946,75,91
7947,Student_7947,99,87
7948,Student_7948,62,93
7949,Student_7949,89,61
7950,Student_7950,92,60
7951,Student_7951,90,73
7952,Student_7952,91,65
7953,Student_7953,54,54
7954,Student_7954,78,88
7955,Student_7955,83,93
7956,Student_7956,97,96
7957,Student_7957,91,77
7958,Student_7958,85,63
7959,Student_7959,84,58
7960,Student_7960,95,68
7961,Student_7961,79,99
7962,Student_7962,67,85
7963,Student_7963,64,71
7964,Student_7964,57,56
7965,Student_7965,80,69
7966,Student_7966,94,92
7967,Student_7967,90,96
7968,Student_7968,93,84
7969,Student_7969,50,56
7970,Student_7970,78,54
7971,Student_7971,87,80
7972,Student_7972,93,59
7973,Student_7973,58,76
7974,Student_7974,68,56
7975,Student_7975,86,50
7976,Student_7976,60,84
7977,Student_7977,92,65
7978,Student_7978,61,84
7979,Student_7979,98,79
7980,Student_7980,52,89
7981,Student_7981,88,65
7982,Student_7982,81,77
7983,Student_7983,61,95
7984,Student_7984,85,69
7985,Student_7985,63,68
7986,Student_7986,70,83
7987,Student_7987,73,58
7988,Student_7988,67,96
7989,Student_7989,74,69
7990,Student_7990,86,97
7991,Student_7991,67,58
7992,Student_7992,56,66
7993,Student_7993,85,93
7994,Student_7994,70,50
7995,Student_7995,82,52
7996,Student_7996,51,70
7997,Student_7997,94,72
7998,Student_7998,69,62
7999,Student_7999,54,66
8000,Student_8000,52,54
8001,Student_8001,64,71
8002,Student_8002,86,87
8003,Student_8003,57,77
8004,Student_8004,97,93
8005,Student_8005,94,97
8006,Student_8006,72,65
8007,Student_8007,81,80
8008,Student_8008,79,72
8009,Student_8009,73,86
8010,Student_8010,57,64
8011,Student_8011,70,73
8012,Student_8012,88,75
8013,Student_8013,63,58
8014,Student_8014,77,91
8015,Student_8015,89,64
8016,Student_8016,65,80
8017,Student_8017,66,79
8018,Student_8018,90,97
8019,Student_8019,59,57
8020,Student_8020,50,67
8021,Student_8021,57,52
8022,Student_8022,56,55
8023,Student_8023,76,58
8024,Student_8024,53,63
8025,Student_8025,74,83
8026,Student_8026,70,74
8027,Student_8027,95,79
8028,Student_8028,61,55
8029,Student_8029,77,54
8030,Student_8030,90,54
8031,Student_8031,75,90
8032,Student_8032,79,72
8033,Student_8033,90,94
8034,Student_8034,73,63
8035,Student_8035,79,74
8036,Student_8036,94,59
8037,Student_8037,65,64
8038,Student_8038,68,56
8039,Student_8039,63,79
8040,Student_8040,77,84
8041,Student_8041,82,67
8042,Student_8042,90,90
8043,Student_8043,77,64
8044,Student_8044,75,77
8045,Student_8045,66,67
8046,Student_8046,83,83
8047,Student_8047,54,58
8048,Student_8048,68,55
8049,Student_8049,81,72
8050,Student_8050,96,64
8051,Student_8051,87,96
8052,Student_8052,93,65
8053,Student_8053,77,84
8054,Student_8054,51,63
8055,Student_8055,58,58
8056,Student_8056,98,84
8057,Student_8057,59,57
8058,Student_8058,93,53
8059,Student_8059,84,58
8060,Student_8060,51,68
8061,Student_8061,52,94
8062,Student_8062,77,91
8063,Student_8063,100,69
8064,Student_8064,85,88
8065,Student_8065,80,54
8066,Student_8066,81,76
8067,Student_8067,79,96
8068,Student_8068,88,75
8069,Student_8069,51,58
8070,Student_8070,81,85
8071,Student_8071,68,73
8072,Student_8072,75,88
8073,Student_8073,83,100
8074,Student_8074,60,91
8075,Student_8075,80,99
8076,Student_8076,65,76
8077,Student_8077,64,87
8078,Student_8078,70,95
8079,Student_8079,76,100
8080,Student_8080,60,70
8081,Student_8081,51,79
8082,Student_8082,70,92
8083,Student_8083,55,57
8084,Student_8084,59,96
8085,Student_8085,73,93
8086,Student_8086,83,57
8087,Student_8087,92,52
8088,Student_8088,60,91
8089,Student_8089,92,75
8090,Student_8090,90,88
8091,Student_8091,69,96
8092,Student_8092,88,70
8093,Student_8093,93,55
8094,Student_8094,87,91
8095,Student_8095,70,82
8096,Student_8096,89,58
8097,Student_8097,71,72
8098,Student_8098,52,70
8099,Student_8099,100,97
8100,Student_8100,56,82
8101,Student_8101,60,69
8102,Student_8102,66,89
8103,Student_8103,54,55
8104,Student_8104,80,97
8105,Student_8105,91,98
8106,Student_8106,75,79
8107,Student_8107,50,86
8108,Student_8108,86,74
8109,Student_8109,69,98
8110,Student_8110,57,78
8111,Student_8111,71,61
8112,Student_8112,93,50
8113,Student_8113,67,71
8114,Student_8114,61,80
8115,Student_8115,95,72
8116,Student_8116,59,91
8117,Student_8117,61,100
8118,Student_8118,90,84
8119,Student_8119,52,62
8120,Student_8120,74,69
8121,Student_8121,98,99
8122,Student_8122,60,72
8123,Student_8123,74,69
8124,Student_8124,97,88
8125,Student_8125,85,90
8126,Student_8126,60,79
8127,Student_8127,81,90
8128,Student_8128,97,65
8129,Student_8129,60,85
8130,Student_8130,87,77
8131,Student_8131,53,74
8132,Student_8132,65,99
8133,Student_8133,70,63
8134,Student_8134,62,56
8135,Student_8135,55,53
8136,Student_8136,74,91
8137,Student_8137,96,74
8138,Student_8138,56,61
8139,Student_8139,99,64
8140,Student_8140,75,72
8141,Student_8141,89,84
8142,Student_8142,98,60
8143,Student_8143,70,88
8144,Student_8144,56,94
8145,Student_8145,69,59
8146,Student_8146,53,64
8147,Student_8147,72,55
8148,Student_8148,94,94
8149,Student_8149,69,59
8150,Student_8150,100,92
8151,Student_8151,80,71
8152,Student_8152,96,82
8153,Student_8153,83,54
8154,Student_8154,65,76
8155,Student_8155,93,59
8156,Student_8156,52,62
8157,Student_8157,54,83
8158,Student_8158,85,84
8159,Student_8159,60,76
8160,Student_8160,72,62
8161,Student_8161,54,55
8162,Student_8162,54,95
8163,Student_8163,75,50
8164,Student_8164,53,70
8165,Student_8165,91,73
8166,Student_8166,70,59
8167,Student_8167,93,56
8168,Student_8168,67,75
8169,Student_8169,84,85
8170,Student_8170,66,69
8171,Student_8171,58,99
8172,Student_8172,58,67
8173,Student_8173,51,89
8174,Student_8174,56,94
8175,Student_8175,77,93
8176,Student_8176,65,76
8177,Student_8177,87,97
8178,Student_8178,67,100
8179,Student_8179,75,96
8180,Student_8180,63,76
8181,Student_8181,52,83
8182,Student_8182,72,72
8183,Student_8183,66,85
8184,Student_8184,51,82
8185,Student_8185,81,95
8186,Student_8186,69,95
8187,Student_8187,72,67
8188,Student_8188,83,75
8189,Student_8189,67,94
8190,Student_8190,51,55
8191,Student_8191,69,93
8192,Student_8192,85,85
8193,Student_8193,69,50
8194,Student_8194,99,81
8195,Student_8195,94,61
8196,Student_8196,67,70
8197,Student_8197,53,78
8198,Student_8198,66,74
8199,Student_8199,96,75
8200,Student_8200,67,54
8201,Student_8201,90,75
8202,Student_8202,63,53
8203,Student_8203,76,56
8204,Student_8204,89,59
8205,Student_8205,69,98
8206,Student_8206,73,72
8207,Student_8207,58,69
8208,Student_8208,73,77
8209,Student_8209,100,82
8210,Student_8210,99,74
8211,Student_8211,83,92
8212,Student_8212,90,52
8213,Student_8213,59,62
8214,Student_8214,90,65
8215,Student_8215,100,80
8216,Student_8216,85,60
8217,Student_8217,66,57
8218,Student_8218,57,69
8219,Student_8219,100,73
8220,Student_8220,83,85
8221,Student_8221,83,56
8222,Student_8222,97,70
8223,Student_8223,74,73
8224,Student_8224,68,55
8225,Student_8225,87,80
8226,Student_8226,94,68
8227,Student_8227,58,64
8228,Student_8228,87,82
8229,Student_8229,85,87
8230,Student_8230,84,63
8231,Student_8231,63,63
8232,Student_8232,84,98
8233,Student_8233,70,90
8234,Student_8234,69,83
8235,Student_8235,58,89
8236,Student_8236,57,82
8237,Student_8237,68,54
8238,Student_8238,58,100
8239,Student_8239,78,91
8240,Student_8240,53,78
8241,Student_8241,66,64
8242,Student_8242,58,74
8243,Student_8243,57,58
8244,Student_8244,54,86
8245,Student_8245,94,80
8246,Student_8246,51,99
8247,Student_8247,69,71
8248,Student_8248,93,83
8249,Student_8249,97,62
8250,Student_8250,76,97
8251,Student_8251,89,75
8252,Student_8252,56,86
8253,Student_8253,84,95
8254,Student_8254,93,71
8255,Student_8255,83,62
8256,Student_8256,95,89
8257,Student_8257,91,77
8258,Student_8258,61,95
8259,Student_8259,53,72
8260,Student_8260,88,62
8261,Student_8261,96,99
8262,Student_8262,91,95
8263,Student_8263,70,57
8264,Student_8264,97,66
8265,Student_8265,86,81
8266,Student_8266,54,58
8267,Student_8267,53,68
8268,Student_8268,78,75
8269,Student_8269,83,59
8270,Student_8270,62,77
8271,Student_8271,71,75
8272,Student_8272,57,74
8273,Student_8273,76,81
8274,Student_8274,81,81
8275,Student_8275,77,59
8276,Student_8276,53,79
8277,Student_8277,74,70
8278,Student_8278,88,53
8279,Student_8279,73,97
8280,Student_8280,98,84
8281,Student_8281,56,93
8282,Student_8282,83,66
8283,Student_8283,57,72
8284,Student_8284,69,85
8285,Student_8285,100,73
8286,Student_8286,64,97
8287,Student_8287,77,60
8288,Student_8288,72,92
8289,Student_8289,77,94
8290,Student_8290,59,75
8291,Student_8291,51,67
8292,Student_8292,73,51
8293,Student_8293,54,92
8294,Student_8294,89,62
8295,Student_8295,92,76
8296,Student_8296,68,59
8297,Student_8297,74,55
8298,Student_8298,95,84
8299,Student_8299,74,93
8300,Student_8300,55,99
8301,Student_8301,65,79
8302,Student_8302,59,100
8303,Student_8303,82,57
8304,Student_8304,86,99
8305,Student_8305,91,62
8306,Student_8306,91,51
8307,Student_8307,89,52
8308,Student_8308,53,57
8309,Student_8309,57,81
8310,Student_8310,89,94
8311,Student_8311,84,67
8312,Student_8312,87,60
8313,Student_8313,63,53
8314,Student_8314,65,87
8315,Student_8315,63,60
8316,Student_8316,94,87
8317,Student_8317,96,97
8318,Student_8318,87,67
8319,Student_8319,85,54
8320,Student_8320,92,55
8321,Student_8321,83,80
8322,Student_8322,70,90
8323,Student_8323,91,69
8324,Student_8324,62,63
8325,Student_8325,91,51
8326,Student_8326,51,65
8327,Student_8327,63,98
8328,Student_8328,65,76
8329,Student_8329,70,84
8330,Student_8330,97,99
8331,Student_8331,81,52
8332,Student_8332,55,84
8333,Student_8333,79,84
8334,Student_8334,95,72
8335,Student_8335,72,62
8336,Student_8336,89,90
8337,Student_8337,80,76
8338,Student_8338,71,68
8339,Student_8339,54,82
8340,Student_8340,68,97
8341,Student_8341,87,72
8342,Student_8342,86,69
8343,Student_8343,91,88
8344,Student_8344,90,72
8345,Student_8345,88,94
8346,Student_8346,88,96
8347,Student_8347,65,71
8348,Student_8348,67,51
8349,Student_8349,98,82
8350,Student_8350,93,60
8351,Student_8351,80,81
8352,Student_8352,77,97
8353,Student_8353,54,75
8354,Student_8354,85,99
8355,Student_8355,100,96
8356,Student_8356,56,65
8357,Student_8357,93,77
8358,Student_8358,90,60
8359,Student_8359,74,95
8360,Student_8360,79,98
8361,Student_8361,69,96
8362,Student_8362,70,77
8363,Student_8363,85,98
8364,Student_8364,79,80
8365,Student_8365,79,84
8366,Student_8366,56,60
8367,Student_8367,60,91
8368,Student_8368,60,79
8369,Student_8369,98,61
8370,Student_8370,66,79
8371,Student_8371,85,98
8372,Student_8372,60,59
8373,Student_8373,56,67
8374,Student_8374,98,83
8375,Student_8375,91,68
8376,Student_8376,69,62
8377,Student_8377,84,68
8378,Student_8378,58,55
8379,Student_8379,97,82
8380,Student_8380,79,92
8381,Student_8381,67,85
8382,Student_8382,63,85
8383,Student_8383,67,70
8384,Student_8384,84,100
8385,Student_8385,87,67
8386,Student_8386,85,68
8387,Student_8387,51,62
8388,Student_8388,62,81
8389,Student_8389,83,66
8390,Student_8390,99,74
8391,Student_8391,56,98
8392,Student_8392,63,55
8393,Student_8393,66,74
8394,Student_8394,68,63
8395,Student_8395,92,76
8396,Student_8396,81,89
8397,Student_8397,86,80
8398,Student_8398,95,67
8399,Student_8399,74,54
8400,Student_8400,77,84
8401,Student_8401,90,93
8402,Student_8402,90,94
8403,Student_8403,73,91
8404,Student_8404,80,67
8405,Student_8405,68,65
8406,Student_8406,58,68
8407,Student_8407,95,52
8408,Student_8408,92,66
8409,Student_8409,87,88
8410,Student_8410,63,57
8411,Student_8411,90,50
8412,Student_8412,82,89
8413,Student_8413,74,77
8414,Student_8414,79,65
8415,Student_8415,85,83
8416,Student_8416,87,71
8417,Student_8417,84,87
8418,Student_8418,51,58
8419,Student_8419,61,86
8420,Student_8420,86,80
8421,Student_8421,73,54
8422,Student_8422,93,81
8423,Student_8423,96,83
8424,Student_8424,91,88
8425,Student_8425,72,57
8426,Student_8426,68,92
8427,Student_8427,50,81
8428,Student_8428,73,70
8429,Student_8429,50,86
8430,Student_8430,99,94
8431,Student_8431,63,70
8432,Student_8432,86,82
8433,Student_8433,98,68
8434,Student_8434,93,64
8435,Student_8435,82,64
8436,Student_8436,52,54
8437,Student_8437,57,95
8438,Student_8438,90,69
8439,Student_8439,56,83
8440,Student_8440,63,85
8441,Student_8441,83,91
8442,Student_8442,65,57
8443,Student_8443,89,57
8444,Student_8444,87,63
8445,Student_8445,77,68
8446,Student_8446,62,67
8447,Student_8447,96,51
8448,Student_8448,79,97
8449,Student_8449,98,50
8450,Student_8450,88,67
8451,Student_8451,92,66
8452,Student_8452,80,65
8453,Student_8453,86,50
8454,Student_8454,64,55
8455,Student_8455,79,79
8456,Student_8456,89,78
8457,Student_8457,92,60
8458,Student_8458,70,79
8459,Student_8459,92,60
8460,Student_8460,87,100
8461,Student_8461,81,77
8462,Student_8462,95,75
8463,Student_8463,91,62
8464,Student_8464,78,71
8465,Student_8465,97,81
8466,Student_8466,59,99
8467,Student_8467,98,73
8468,Student_8468,99,80
8469,Student_8469,93,84
8470,Student_8470,80,74
8471,Student_8471,76,79
8472,Student_8472,82,83
8473,Student_8473,61,98
8474,Student_8474,72,72
8475,Student_8475,73,75
8476,Student_8476,50,57
8477,Student_8477,75,95
8478,Student_8478,85,51
8479,Student_8479,97,57
8480,Student_8480,52,59
8481,Student_8481,54,56
8482,Student_8482,73,60
8483,Student_8483,96,63
8484,Student_8484,66,74
8485,Student_8485,97,67
8486,Student_8486,85,50
8487,Student_8487,62,83
8488,Student_8488,93,76
8489,Student_8489,61,50
8490,Student_8490,89,52
8491,Student_8491,98,78
8492,Student_8492,72,62
8493,Student_8493,95,97
8494,Student_8494,52,84
8495,Student_8495,53,90
8496,Student_8496,60,68
8497,Student_8497,54,82
8498,Student_8498,98,73
8499,Student_8499,68,70
8500,Student_8500,86,64
8501,Student_8501,85,55
8502,Student_8502,80,67
8503,Student_8503,84,83
8504,Student_8504,70,58
8505,Student_8505,61,58
8506,Student_8506,96,95
8507,Student_8507,66,54
8508,Student_8508,91,94
8509,Student_8509,76,89
8510,Student_8510,86,94
8511,Student_8511,90,95
8512,Student_8512,72,54
8513,Student_8513,90,92
8514,Student_8514,59,87
8515,Student_8515,87,78
8516,Student_8516,99,70
8517,Student_8517,54,50
8518,Student_8518,83,54
8519,Student_8519,92,53
8520,Student_8520,84,78
8521,Student_8521,66,89
8522,Student_8522,90,64
8523,Student_8523,58,59
8524,Student_8524,77,57
8525,Student_8525,88,64
8526,Student_8526,62,81
8527,Student_8527,65,88
8528,Student_8528,87,96
8529,Student_8529,51,76
8530,Student_8530,67,65
8531,Student_8531,92,58
8532,Student_8532,84,55
8533,Student_8533,71,53
8534,Student_8534,53,66
8535,Student_8535,93,99
8536,Student_8536,90,84
8537,Student_8537,82,65
8538,Student_8538,52,85
8539,Student_8539,85,99
8540,Student_8540,65,76
8541,Student_8541,87,80
8542,Student_8542,50,61
8543,Student_8543,58,88
8544,Student_8544,84,65
8545,Student_8545,100,53
8546,Student_8546,97,71
8547,Student_8547,88,72
8548,Student_8548,95,52
8549,Student_8549,90,84
8550,Student_8550,58,65
8551,Student_8551,59,66
8552,Student_8552,82,80
8553,Student_8553,81,66
8554,Student_8554,79,98
8555,Student_8555,75,91
8556,Student_8556,80,87
8557,Student_8557,81,82
8558,Student_8558,97,98
8559,Student_8559,76,97
8560,Student_8560,58,80
8561,Student_8561,85,80
8562,Student_8562,90,68
